IfcActionRequest
IfcCableCarrierSegment.CABLETRAYSEGMENT
IfcCableCarrierSegment.CABLETRUNKINGSEGMENT
IfcCableCarrierSegment.CATENARYWIRE
IfcCableCarrierSegment.CONDUITSEGMENT
IfcCableCarrierSegment.DROPPER
IfcCableFitting
IfcCableFitting.CONNECTOR
IfcCableFitting.ENTRY
IfcCableFitting.EXIT
IfcCableFitting.FANOUT
IfcCableFitting.JUNCTION
IfcCableFitting.TRANSITION
IfcCableSegment
IfcCableSegment.BUSBARSEGMENT
IfcCableSegment.CABLESEGMENT
IfcCableSegment.CONDUCTORSEGMENT
IfcCableSegment.CONTACTWIRESEGMENT
IfcCableSegment.CORESEGMENT
IfcCableSegment.FIBERSEGMENT
IfcCableSegment.FIBERTUBE
IfcCableSegment.OPTICALCABLESEGMENT
IfcCableSegment.STITCHWIRE
IfcCableSegment.WIREPAIRSEGMENT
IfcCaissonFoundation
IfcCaissonFoundation.CAISSON
IfcCaissonFoundation.WELL
IfcChiller
IfcChiller.AIRCOOLED
IfcChiller.HEATRECOVERY
IfcChiller.WATERCOOLED
IfcChimney
IfcCivilElement
IfcCoil
IfcCoil.DXCOOLINGCOIL
IfcCoil.ELECTRICHEATINGCOIL
IfcCoil.GASHEATINGCOIL
IfcCoil.HYDRONICCOIL
IfcCoil.STEAMHEATINGCOIL
IfcCoil.WATERCOOLINGCOIL
IfcCoil.WATERHEATINGCOIL
IfcColumn
IfcColumn.COLUMN
IfcColumn.PIERSTEM
IfcColumn.PIERSTEM_SEGMENT
IfcColumn.PILASTER
IfcColumn.STANDCOLUMN
IfcColumnStandardCase
IfcCommunicationsAppliance
IfcCommunicationsAppliance.ANTENNA
IfcCommunicationsAppliance.AUTOMATON
IfcCommunicationsAppliance.COMPUTER
IfcCommunicationsAppliance.FAX
IfcCommunicationsAppliance.GATEWAY
IfcCommunicationsAppliance.INTELLIGENT_PERIPHERAL
IfcCommunicationsAppliance.IP_NETWORK_EQUIPMENT
IfcCommunicationsAppliance.MODEM
IfcCommunicationsAppliance.NETWORKAPPLIANCE
IfcCommunicationsAppliance.NETWORKBRIDGE
IfcCommunicationsAppliance.NETWORKHUB
IfcCommunicationsAppliance.OPTICAL_NETWORK_UNIT
IfcCommunicationsAppliance.PRINTER
IfcCommunicationsAppliance.REPEATER
IfcCommunicationsAppliance.ROUTER
IfcCommunicationsAppliance.SCANNER
IfcCommunicationsAppliance.TELECOMMAND
IfcCommunicationsAppliance.TELEPHONYEXCHANGE
IfcCommunicationsAppliance.TRANSITIONCOMPONENT
IfcCommunicationsAppliance.TRANSPONDER
IfcCommunicationsAppliance.TRANSPORTEQUIPMENT
IfcCompressor
IfcCompressor.BOOSTER
IfcCompressor.DYNAMIC
IfcCompressor.HERMETIC
IfcCompressor.OPENTYPE
IfcCompressor.RECIPROCATING
IfcCompressor.ROLLINGPISTON
IfcCompressor.ROTARY
IfcCompressor.ROTARYVANE
IfcCompressor.SCROLL
IfcCompressor.SEMIHERMETIC
IfcCompressor.SINGLESCREW
IfcCompressor.SINGLESTAGE
IfcCompressor.TROCHOIDAL
IfcCompressor.TWINSCREW
IfcCompressor.WELDEDSHELLHERMETIC
IfcCondenser
IfcCondenser.AIRCOOLED
IfcCondenser.EVAPORATIVECOOLED
IfcCondenser.WATERCOOLED
IfcCondenser.WATERCOOLEDBRAZEDPLATE
IfcCondenser.WATERCOOLEDSHELLCOIL
IfcCondenser.WATERCOOLEDSHELLTUBE
IfcCondenser.WATERCOOLEDTUBEINTUBE
IfcConstructionEquipmentResource
IfcConstructionMaterialResource
IfcConstructionResource
IfcControl
IfcController
IfcController.FLOATING
IfcController.MULTIPOSITION
IfcController.PROGRAMMABLE
IfcController.PROPORTIONAL
IfcController.TWOPOSITION
IfcConveyorSegment
IfcCooledBeam
IfcCooledBeam.ACTIVE
IfcCooledBeam.PASSIVE
IfcCoolingTower
IfcCoolingTower.MECHANICALFORCEDDRAFT
IfcCoolingTower.MECHANICALINDUCEDDRAFT
IfcCoolingTower.NATURALDRAFT
IfcCourse
IfcCourse.ARMOUR
IfcCourse.BALLASTBED
IfcCourse.CORE
IfcCourse.FILTER
IfcCourse.PAVEMENT
IfcCourse.PROTECTION
IfcCourseType
IfcCovering
IfcCovering.CEILING
IfcCovering.CLADDING
IfcCovering.COPING
IfcCovering.FLOORING
IfcCovering.INSULATION
IfcCovering.MEMBRANE
IfcCovering.MOLDING
IfcCovering.ROOFING
IfcCovering.SKIRTINGBOARD
IfcCovering.SLEEVING
IfcCovering.WRAPPING
IfcCurtainWall
IfcDamper
IfcDamper.BACKDRAFTDAMPER
IfcDamper.BALANCINGDAMPER
IfcDamper.BLASTDAMPER
IfcDamper.CONTROLDAMPER
IfcDamper.FIREDAMPER
IfcDamper.FIRESMOKEDAMPER
IfcDamper.FUMEHOODEXHAUST
IfcDamper.GRAVITYDAMPER
IfcDamper.GRAVITYRELIEFDAMPER
IfcDamper.RELIEFDAMPER
IfcDamper.SMOKEDAMPER
IfcDeepFoundation
IfcDiscreteAccessory
IfcDiscreteAccessory.ANCHORPLATE
IfcDiscreteAccessory.BIRDPROTECTION
IfcDiscreteAccessory.BRACKET
IfcDiscreteAccessory.CABLEARRANGER
IfcDiscreteAccessory.ELASTIC_CUSHION
IfcDiscreteAccessory.EXPANSION_JOINT_DEVICE
IfcDiscreteAccessory.INSULATOR
IfcDiscreteAccessory.LOCK
IfcDiscreteAccessory.PANEL_STRENGTHENING
IfcDiscreteAccessory.POINT_MACHINE_LOCKING_DEVICE
IfcDiscreteAccessory.POINTMACHINEMOUNTINGDEVICE
IfcDiscreteAccessory.RAIL_LUBRICATION
IfcDiscreteAccessory.RAIL_MECHANICAL_EQUIPMENT
IfcDiscreteAccessory.RAILBRACE
IfcDiscreteAccessory.RAILPAD
IfcDiscreteAccessory.SHOE
IfcDiscreteAccessory.SLIDINGCHAIR
IfcDiscreteAccessory.SOUNDABSORPTION
IfcDiscreteAccessory.TENSIONINGEQUIPMENT
IfcDistributionBoard
IfcDistributionBoard.CONSUMERUNIT
IfcDistributionBoard.DISTRIBUTIONBOARD
IfcDistributionBoard.DISTRIBUTIONFRAME
IfcDistributionBoard.MOTORCONTROLCENTRE
IfcDistributionBoard.SWITCHBOARD
IfcDistributionChamberElement
IfcDistributionChamberElement.FORMEDDUCT
IfcDistributionChamberElement.INSPECTIONCHAMBER
IfcDistributionChamberElement.INSPECTIONPIT
IfcDistributionChamberElement.MANHOLE
IfcDistributionChamberElement.METERCHAMBER
IfcDistributionChamberElement.SUMP
IfcDistributionChamberElement.TRENCH
IfcDistributionChamberElement.VALVECHAMBER
IfcDistributionControlElement
IfcDistributionElement
IfcDistributionElementType
IfcDistributionFlowElement
IfcDistributionFlowElementType
IfcDistributionPort
IfcDistributionPort.AIRCONDITIONING
IfcDistributionPort.AUDIOVISUAL
IfcDistributionPort.CABLE
IfcDistributionPort.CABLECARRIER
IfcDistributionPort.CATENARY_SYSTEM
IfcDistributionPort.CHEMICAL
IfcDistributionPort.CHILLEDWATER
IfcDistributionPort.COMMUNICATION
IfcDistributionPort.COMPRESSEDAIR
IfcDistributionPort.CONDENSERWATER
IfcDistributionPort.CONTROL
IfcDistributionPort.CONVEYING
IfcDistributionPort.DATA
IfcDistributionPort.DISPOSAL
IfcDistributionPort.DOMESTICCOLDWATER
IfcDistributionPort.DOMESTICHOTWATER
IfcDistributionPort.DRAINAGE
IfcDistributionPort.DUCT
IfcDistributionPort.EARTHING
IfcDistributionPort.ELECTRICAL
IfcDistributionPort.ELECTROACOUSTIC
IfcDistributionPort.EXHAUST
IfcDistributionPort.FIREPROTECTION
IfcDistributionPort.FUEL
IfcDistributionPort.GAS
IfcDistributionPort.HAZARDOUS
IfcDistributionPort.HEATING
IfcDistributionPort.LIGHTING
IfcDistributionPort.LIGHTNINGPROTECTION
IfcDistributionPort.MUNICIPALSOLIDWASTE
IfcDistributionPort.OIL
IfcDistributionPort.OPERATIONAL
IfcDistributionPort.OVERHEAD_CONTACTLINE_SYSTEM
IfcDistributionPort.PIPE
IfcDistributionPort.POWERGENERATION
IfcDistributionPort.RAINWATER
IfcDistributionPort.REFRIGERATION
IfcDistributionPort.RETURN_CIRCUIT
IfcDistributionPort.SECURITY
IfcDistributionPort.SEWAGE
IfcDistributionPort.SIGNAL
IfcDistributionPort.STORMWATER
IfcDistributionPort.TELEPHONE
IfcDistributionPort.TV
IfcDistributionPort.VACUUM
IfcDistributionPort.VENT
IfcDistributionPort.VENTILATION
IfcDistributionPort.WASTEWATER
IfcDistributionPort.WATERSUPPLY
IfcDistributionPort.WIRELESS
IfcDistributionSystem
IfcDoor
IfcDoor.BOOM_BARRIER
IfcDoor.DOOR
IfcDoor.GATE
IfcDoor.TRAPDOOR
IfcDoor.TURNSTILE
IfcDoorStandardCase
IfcDuctFitting
IfcDuctFitting.BEND
IfcDuctFitting.CONNECTOR
IfcDuctFitting.ENTRY
IfcDuctFitting.EXIT
IfcDuctFitting.JUNCTION
IfcDuctFitting.OBSTRUCTION
IfcDuctFitting.TRANSITION
IfcDuctSegment
IfcDuctSegment.FLEXIBLESEGMENT
IfcDuctSegment.RIGIDSEGMENT
IfcDuctSilencer
IfcDuctSilencer.FLATOVAL
IfcDuctSilencer.RECTANGULAR
IfcDuctSilencer.ROUND
IfcEarthworksCut
IfcEarthworksCut.BASE_EXCAVATION
IfcEarthworksCut.CUT
IfcEarthworksCut.DREDGING
IfcEarthworksCut.EXCAVATION
IfcEarthworksCut.OVEREXCAVATION
IfcEarthworksCut.PAVEMENTMILLING
IfcEarthworksCut.STEPEXCAVATION
IfcEarthworksCut.TOPSOILREMOVAL
IfcEarthworksCut.TRENCH
IfcEarthworksElement
IfcEarthworksFill
IfcEarthworksFill.BACKFILL
IfcEarthworksFill.COUNTERWEIGHT
IfcEarthworksFill.EMBANKMENT
IfcEarthworksFill.SLOPEFILL
IfcEarthworksFill.SUBGRADE
IfcEarthworksFill.SUBGRADEBED
IfcEarthworksFill.TRANSITIONSECTION
IfcElectricAppliance
IfcElectricAppliance.DISHWASHER
IfcElectricAppliance.ELECTRICCOOKER
IfcElectricAppliance.FREESTANDINGELECTRICHEATER
IfcElectricAppliance.FREESTANDINGFAN
IfcElectricAppliance.FREESTANDINGWATERCOOLER
IfcElectricAppliance.FREESTANDINGWATERHEATER
IfcElectricAppliance.FREEZER
IfcElectricAppliance.FRIDGE_FREEZER
IfcElectricAppliance.HANDDRYER
IfcElectricAppliance.KITCHENMACHINE
IfcElectricAppliance.MICROWAVE
IfcElectricAppliance.PHOTOCOPIER
IfcElectricAppliance.REFRIGERATOR
IfcElectricAppliance.TUMBLEDRYER
IfcElectricAppliance.VENDINGMACHINE
IfcElectricAppliance.WASHINGMACHINE
IfcElectricDistributionBoard
IfcElectricDistributionBoard.CONSUMERUNIT
IfcElectricDistributionBoard.DISTRIBUTIONBOARD
IfcElectricDistributionBoard.MOTORCONTROLCENTRE
IfcElectricDistributionBoard.SWITCHBOARD
IfcElectricFlowStorageDevice
IfcElectricFlowStorageDevice.BATTERY
IfcElectricFlowStorageDevice.CAPACITOR
IfcElectricFlowStorageDevice.CAPACITORBANK
IfcElectricFlowStorageDevice.COMPENSATOR
IfcElectricFlowStorageDevice.HARMONICFILTER
IfcElectricFlowStorageDevice.INDUCTOR
IfcElectricFlowStorageDevice.INDUCTORBANK
IfcElectricFlowStorageDevice.RECHARGER
IfcElectricFlowStorageDevice.UPS
IfcElectricFlowTreatmentDevice
IfcElectricFlowTreatmentDevice.ELECTRONICFILTER
IfcElectricGenerator
IfcElectricGenerator.CHP
IfcElectricGenerator.ENGINEGENERATOR
IfcElectricGenerator.STANDALONE
IfcElectricMotor
IfcElectricMotor.DC
IfcElectricMotor.INDUCTION
IfcElectricMotor.POLYPHASE
IfcElectricMotor.RELUCTANCESYNCHRONOUS
IfcElectricMotor.SYNCHRONOUS
IfcElectricTimeControl
IfcElectricTimeControl.RELAY
IfcElectricTimeControl.TIMECLOCK
IfcElectricTimeControl.TIMEDELAY
IfcElement
IfcElementAssembly
IfcElementAssembly.ABUTMENT
IfcElementAssembly.ACCESSORY_ASSEMBLY
IfcElementAssembly.ARCH
IfcElementAssembly.BEAM_GRID
IfcElementAssembly.BRACED_FRAME
IfcElementAssembly.CROSS_BRACING
IfcElementAssembly.DECK
IfcElementAssembly.DILATATIONPANEL
IfcElementAssembly.ENTRANCEWORKS
IfcElementAssembly.GIRDER
IfcElementAssembly.GRID
IfcElementAssembly.MAST
IfcElementAssembly.PIER
IfcElementAssembly.PYLON
IfcElementAssembly.RAIL_MECHANICAL_EQUIPMENT_ASSEMBLY
IfcElementAssembly.REINFORCEMENT_UNIT
IfcElementAssembly.RIGID_FRAME
IfcElementAssembly.SHELTER
IfcElementAssembly.SIGNALASSEMBLY
IfcElementAssembly.SLAB_FIELD
IfcElementAssembly.SUMPBUSTER
IfcElementAssembly.SUPPORTINGASSEMBLY
IfcElementAssembly.SUSPENSIONASSEMBLY
IfcElementAssembly.TRACKPANEL
IfcElementAssembly.TRACTION_SWITCHING_ASSEMBLY
IfcElementAssembly.TRAFFIC_CALMING_DEVICE
IfcElementAssembly.TRUSS
IfcElementAssembly.TURNOUTPANEL
IfcElementComponent
IfcElementComponentType
IfcElementType
IfcEnergyConversionDevice
IfcEngine
IfcEngine.EXTERNALCOMBUSTION
IfcEngine.INTERNALCOMBUSTION
IfcEvaporativeCooler
IfcEvaporativeCooler.DIRECTEVAPORATIVEAIRWASHER
IfcEvaporativeCooler.DIRECTEVAPORATIVEPACKAGEDROTARYAIRCOOLER
IfcEvaporativeCooler.DIRECTEVAPORATIVERANDOMMEDIAAIRCOOLER
IfcEvaporativeCooler.DIRECTEVAPORATIVERIGIDMEDIAAIRCOOLER
IfcEvaporativeCooler.DIRECTEVAPORATIVESLINGERSPACKAGEDAIRCOOLER
IfcEvaporativeCooler.INDIRECTDIRECTCOMBINATION
IfcEvaporativeCooler.INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER
IfcEvaporativeCooler.INDIRECTEVAPORATIVEPACKAGEAIRCOOLER
IfcEvaporativeCooler.INDIRECTEVAPORATIVEWETCOIL
IfcEvaporator
IfcEvaporator.DIRECTEXPANSION
IfcEvaporator.DIRECTEXPANSIONBRAZEDPLATE
IfcEvaporator.DIRECTEXPANSIONSHELLANDTUBE
IfcEvaporator.DIRECTEXPANSIONTUBEINTUBE
IfcEvaporator.FLOODEDSHELLANDTUBE
IfcEvaporator.SHELLANDCOIL
IfcExternalSpatialElement
IfcExternalSpatialElement.EXTERNAL
IfcExternalSpatialElement.EXTERNAL_EARTH
IfcExternalSpatialElement.EXTERNAL_FIRE
IfcExternalSpatialElement.EXTERNAL_WATER
IfcExternalSpatialStructureElement
IfcFacility
IfcFacilityPart
IfcFacilityPart.LATERAL
IfcFacilityPart.LONGITUDINAL
IfcFacilityPart.REGION
IfcFacilityPart.VERTICAL
IfcFan
IfcFan.CENTRIFUGALAIRFOIL
IfcFan.CENTRIFUGALBACKWARDINCLINEDCURVED
IfcFan.CENTRIFUGALFORWARDCURVED
IfcFan.CENTRIFUGALRADIAL
IfcFan.PROPELLORAXIAL
IfcFan.TUBEAXIAL
IfcFan.VANEAXIAL
IfcFastener
IfcFastener.GLUE
IfcFastener.MORTAR
IfcFastener.WELD
IfcFeatureElement
IfcFeatureElementAddition
IfcFeatureElementSubtraction
IfcFilter
IfcFilter.AIRPARTICLEFILTER
IfcFilter.COMPRESSEDAIRFILTER
IfcFilter.ODORFILTER
IfcFilter.OILFILTER
IfcFilter.STRAINER
IfcFilter.WATERFILTER
IfcFireSuppressionTerminal
IfcFireSuppressionTerminal.BREECHINGINLET
IfcFireSuppressionTerminal.FIREHYDRANT
IfcFireSuppressionTerminal.FIREMONITOR
IfcFireSuppressionTerminal.HOSEREEL
IfcFireSuppressionTerminal.SPRINKLER
IfcFireSuppressionTerminal.SPRINKLERDEFLECTOR
IfcFlowController
IfcFlowFitting
IfcFlowInstrument
IfcFlowInstrument.AMMETER
IfcFlowInstrument.COMBINED
IfcFlowInstrument.FREQUENCYMETER
IfcFlowInstrument.PHASEANGLEMETER
IfcFlowInstrument.POWERFACTORMETER
IfcFlowInstrument.PRESSUREGAUGE
IfcFlowInstrument.THERMOMETER
IfcFlowInstrument.VOLTMETER
IfcFlowInstrument.VOLTMETER_PEAK
IfcFlowInstrument.VOLTMETER_RMS
IfcFlowMeter
IfcFlowMeter.ENERGYMETER
IfcFlowMeter.GASMETER
IfcFlowMeter.OILMETER
IfcFlowMeter.WATERMETER
IfcFlowMovingDevice
IfcFlowSegment
IfcFlowStorageDevice
IfcFlowTerminal
IfcFlowTerminalType
IfcFlowTreatmentDevice
IfcFooting
IfcFooting.CAISSON_FOUNDATION
IfcFooting.FOOTING_BEAM
IfcFooting.PAD_FOOTING
IfcFooting.PILE_CAP
IfcFooting.STRIP_FOOTING
IfcFurnishingElement
IfcFurniture
IfcFurniture.BED
IfcFurniture.CHAIR
IfcFurniture.DESK
IfcFurniture.FILECABINET
IfcFurniture.SHELF
IfcFurniture.SOFA
IfcFurniture.TABLE
IfcFurniture.TECHNICALCABINET
IfcGeographicElement
IfcGeographicElement.SOIL_BORING_POINT
IfcGeographicElement.TERRAIN
IfcGeomodel
IfcGeoslice
IfcGeotechnicalAssembly
IfcGeotechnicalElement
IfcGeotechnicalStratum
IfcGrid
IfcGrid.IRREGULAR
IfcGrid.RADIAL
IfcGrid.RECTANGULAR
IfcGrid.TRIANGULAR
IfcGroup
IfcHeatExchanger
IfcHeatExchanger.PLATE
IfcHeatExchanger.SHELLANDTUBE
IfcHeatExchanger.TURNOUTHEATING
IfcHumidifier
IfcHumidifier.ADIABATICAIRWASHER
IfcHumidifier.ADIABATICATOMIZING
IfcHumidifier.ADIABATICCOMPRESSEDAIRNOZZLE
IfcHumidifier.ADIABATICPAN
IfcHumidifier.ADIABATICRIGIDMEDIA
IfcHumidifier.ADIABATICULTRASONIC
IfcHumidifier.ADIABATICWETTEDELEMENT
IfcHumidifier.ASSISTEDBUTANE
IfcHumidifier.ASSISTEDELECTRIC
IfcHumidifier.ASSISTEDNATURALGAS
IfcHumidifier.ASSISTEDPROPANE
IfcHumidifier.ASSISTEDSTEAM
IfcHumidifier.STEAMINJECTION
IfcImpactProtectionDevice
IfcInterceptor
IfcInterceptor.CYCLONIC
IfcInterceptor.GREASE
IfcInterceptor.OIL
IfcInterceptor.PETROL
IfcJunctionBox
IfcJunctionBox.DATA
IfcJunctionBox.POWER
IfcKerb
IfcKerbType
IfcLaborResource
IfcLamp
IfcLamp.COMPACTFLUORESCENT
IfcLamp.FLUORESCENT
IfcLamp.HALOGEN
IfcLamp.HIGHPRESSUREMERCURY
IfcLamp.HIGHPRESSURESODIUM
IfcLamp.LED
IfcLamp.METALHALIDE
IfcLamp.OLED
IfcLamp.TUNGSTENFILAMENT
IfcLightFixture
IfcLightFixture.DIRECTIONSOURCE
IfcLightFixture.POINTSOURCE
IfcLightFixture.SECURITYLIGHTING
IfcLinearPositioningElement
IfcLiquidTerminal
IfcMarineFacility
IfcMarineFacility.BARRIERBEACH
IfcMarineFacility.BREAKWATER
IfcMarineFacility.CANAL
IfcMarineFacility.DRYDOCK
IfcMarineFacility.EMBANKMENT
IfcMarineFacility.FLOATINGDOCK
IfcMarineFacility.HYDROLIFT
IfcMarineFacility.JETTY
IfcMarineFacility.LAUNCHRECOVERY
IfcMarineFacility.MARINEDEFENCE
IfcMarineFacility.NAVIGATIONALCHANNEL
IfcMarineFacility.PORT
IfcMarineFacility.QUAY
IfcMarineFacility.SHIPLIFT
IfcMarineFacility.SHIPLOCK
IfcMarineFacility.SHIPYARD
IfcMarineFacility.SLIPWAY
IfcMarineFacility.WATERWAY
IfcMarineFacility.WATERWAYSHIPLIFT
IfcMaterial
IfcMaterialDefinition
IfcMechanicalFastener
IfcMechanicalFastener.ANCHORBOLT
IfcMechanicalFastener.BOLT
IfcMechanicalFastener.CHAIN
IfcMechanicalFastener.COUPLER
IfcMechanicalFastener.DOWEL
IfcMechanicalFastener.NAIL
IfcMechanicalFastener.NAILPLATE
IfcMechanicalFastener.RAILFASTENING
IfcMechanicalFastener.RAILJOINT
IfcMechanicalFastener.RIVET
IfcMechanicalFastener.ROPE
IfcMechanicalFastener.SCREW
IfcMechanicalFastener.SHEARCONNECTOR
IfcMechanicalFastener.STAPLE
IfcMechanicalFastener.STUDSHEARCONNECTOR
IfcMedicalDevice
IfcMedicalDevice.AIRSTATION
IfcMedicalDevice.FEEDAIRUNIT
IfcMedicalDevice.OXYGENGENERATOR
IfcMedicalDevice.OXYGENPLANT
IfcMedicalDevice.VACUUMSTATION
IfcMember
IfcMember.ARCH_SEGMENT
IfcMember.BRACE
IfcMember.CHORD
IfcMember.COLLAR
IfcMember.MEMBER
IfcMember.MULLION
IfcMember.PLATE
IfcMember.POST
IfcMember.PURLIN
IfcMember.RAFTER
IfcMember.STAY_CABLE
IfcMember.STIFFENING_RIB
IfcMember.STRINGER
IfcMember.STRUCTURALCABLE
IfcMember.STRUT
IfcMember.STUD
IfcMember.SUSPENDER
IfcMember.SUSPENSION_CABLE
IfcMember.TIEBAR
IfcMemberStandardCase
IfcMobileTelecommunicationsAppliance
IfcMobileTelecommunicationsAppliance.ACCESSPOINT
IfcMobileTelecommunicationsAppliance.BASEBANDUNIT
IfcMobileTelecommunicationsAppliance.BASETRANSCEIVERSTATION
IfcMobileTelecommunicationsAppliance.E_UTRAN_NODE_B
IfcMobileTelecommunicationsAppliance.MASTERUNIT
IfcMobileTelecommunicationsAppliance.REMOTE_RADIO_UNIT
IfcMobileTelecommunicationsAppliance.REMOTEUNIT
IfcMooringDevice
IfcMooringDevice.BOLLARD
IfcMooringDevice.LINETENSIONER
IfcMooringDevice.MAGNETICDEVICE
IfcMooringDevice.MOORINGHOOKS
IfcMooringDevice.VACUUMDEVICE
IfcMotorConnection
IfcMotorConnection.BELTDRIVE
IfcMotorConnection.COUPLING
IfcMotorConnection.DIRECTDRIVE
IfcNavigationElement
IfcNavigationElement.BEACON
IfcNavigationElement.BUOY
IfcObject
IfcObjectDefinition
IfcOpeningElement
IfcOpeningElement.OPENING
IfcOpeningElement.RECESS
IfcOpeningStandardCase
IfcOutlet
IfcOutlet.AUDIOVISUALOUTLET
IfcOutlet.COMMUNICATIONSOUTLET
IfcOutlet.DATAOUTLET
IfcOutlet.POWEROUTLET
IfcOutlet.TELEPHONEOUTLET
IfcPavement
IfcPavementType
IfcPermit
IfcPile
IfcPile.BORED
IfcPile.COHESION
IfcPile.DRIVEN
IfcPile.FRICTION
IfcPile.JETGROUTING
IfcPile.SUPPORT
IfcPipeFitting
IfcPipeFitting.BEND
IfcPipeFitting.CONNECTOR
IfcPipeFitting.ENTRY
IfcPipeFitting.EXIT
IfcPipeFitting.JUNCTION
